node,average_degree_neighbors
229,210.55263157894737
1154,114.2
830,44.888888888888886
2311,56.02564102564103
2640,39.5
2240,75.58064516129032
2979,0.0
2918,29.0
344,50.75
84,121.58823529411765
60,295.5
962,165.11111111111111
5919,24.12962962962963
61,60.608695652173914
3022,15.0
1165,24.72972972972973
3467,14.6
152,36.888888888888886
6131,7.0
4408,15.947368421052632
1663,54.333333333333336
4759,7.0
62,27.0
5438,43.0
584,174.04
2867,25.097826086956523
3805,54.6875
4492,41.5
5117,36.0
442,51.1
3918,32.25
1198,75.12903225806451
1921,70.62162162162163
4749,38.6
5508,0.0
3361,16.760563380281692
4030,24.035714285714285
2674,5.5
456,155.72307692307692
3648,53.6
1786,25.166666666666668
63,300.6470588235294
2401,167.3846153846154
5045,16.857142857142858
2761,36.86842105263158
6248,0.0
2094,183.76470588235293
5837,47.05
1777,210.38709677419354
2354,85.9
2916,45.128571428571426
5185,17.0
2891,41.8
6400,149.0
1736,29.375
1654,56.0
6071,72.8
3498,16.22
2430,34.74193548387097
2479,42.0
5865,5.083333333333333
6130,13.0
5308,11.666666666666666
2939,173.875
3748,29.928571428571427
6237,2.0
5449,57.22222222222222
736,162.0188679245283
1555,65.11111111111111
5497,78.32558139534883
1855,155.79166666666666
1171,21.095238095238095
4627,18.37037037037037
3664,23.428571428571427
4302,308.0
3422,78.29411764705883
6541,0.0
1190,4.846153846153846
3615,37.69047619047619
2088,61.666666666666664
1671,54.146341463414636
3408,32.0
901,72.4342105263158
4027,15.583333333333334
753,95.60526315789474
4269,18.37837837837838
2877,20.298387096774192
3631,19.0
1336,36.529411764705884
3338,29.244897959183675
2050,63.21739130434783
3576,25.764705882352942
4642,25.25
1071,52.30275229357798
3252,16.318181818181817
3847,24.94736842105263
1478,8.833333333333334
2371,29.84
5600,24.51851851851852
3673,23.24137931034483
4096,7.333333333333333
3908,21.38095238095238
1491,45.28
3039,39.57142857142857
1656,41.05555555555556
303,83.0
1745,128.15
677,167.0731707317073
2488,68.0
1904,45.0
3134,13.0
3773,36.58620689655172
3883,19.636363636363637
3916,43.25
5661,5.0
5693,3.0
958,35.31818181818182
1760,26.833333333333332
65,41.891304347826086
6037,0.5
1271,101.81818181818181
4677,8.5
2191,117.48780487804878
5114,5.5
4774,77.05405405405405
4871,1.3333333333333333
3751,25.454545454545453
502,149.5
5059,62.0
4942,74.5
3389,31.846153846153847
307,14.625
2138,51.63934426229508
5242,0.0
4901,55.5
778,60.291666666666664
5027,67.33333333333333
1036,114.36363636363636
2072,59.18181818181818
6158,1.3333333333333333
1967,76.9090909090909
66,295.9
3025,31.047169811320753
1834,106.70588235294117
6349,0.5
336,161.13636363636363
2047,220.4
2813,59.916666666666664
6441,0.0
2627,65.64285714285714
67,58.86486486486486
5016,18.714285714285715
6205,0.0
3227,84.1923076923077
3442,25.76923076923077
1814,34.15217391304348
1839,75.9
4705,72.66666666666667
320,125.71698113207547
6217,15.0
3209,57.333333333333336
3334,18.388059701492537
3397,52.785714285714285
246,56.93043478260869
4076,76.53333333333333
3168,18.28030303030303
862,262.6363636363636
1803,57.84
3840,12.846153846153847
68,240.75
436,58.888888888888886
3666,29.11111111111111
69,1489.0
70,124.24444444444444
3675,38.75
2194,35.275
5313,41.46666666666667
3133,179.6153846153846
449,211.8
600,155.34782608695653
5650,152.80434782608697
1607,46.148148148148145
1432,48.45454545454545
3045,22.333333333333332
843,1.0
6467,31.384615384615383
2878,52.285714285714285
3852,29.53846153846154
5017,17.166666666666668
1704,50.4
5884,87.5
5264,21.285714285714285
650,162.42857142857142
4566,92.77777777777777
6475,0.0
2214,112.08695652173913
4803,44.5
467,158.08333333333334
5723,159.0
1911,44.875
1355,19.208333333333332
4067,9.714285714285714
4877,12.166666666666666
1179,26.583333333333332
2423,48.06818181818182
4078,33.172413793103445
2569,56.61538461538461
4944,8.0625
4923,16.5
3130,3.8823529411764706
2315,18.36842105263158
6068,43.47826086956522
3003,64.38461538461539
3171,64.0
4151,12.707692307692307
3603,41.75
1288,37.76190476190476
5410,23.68421052631579
5989,3.8333333333333335
72,115.0
5416,4.8
73,255.0
2622,237.30769230769232
2873,19.307692307692307
3705,2.5
3465,158.69565217391303
3687,3.0
1377,125.77777777777777
5000,16.666666666666668
